Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
PhD,Commerce,"Accounting, Excel, GST, Tally",Tally Certification,9.48,Junior Accountant
Bachelor's,Commerce,"Excel, GST, Tally, Accounting",Tally Certification,8.65,Junior Accountant
Master's,Commerce,"Accounting, GST, Excel, Tally",Tally Certification,6.84,Junior Accountant
PhD,Commerce,"Accounting, Excel, GST, Tally",Tally Certification,7.34,Junior Accountant
PhD,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,7.39,Junior Accountant
Bachelor's,Commerce,"Excel, Tally, GST, Accounting",Tally Certification,7.49,Junior Accountant
Master's,Commerce,"Accounting, GST, Excel, Tally",Tally Certification,8.29,Junior Accountant
Master's,Commerce,"Accounting, GST, Tally, Excel",Tally Certification,8.89,Junior Accountant
Bachelor's,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,7.62,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,8.56,Junior Accountant
Bachelor's,Commerce,"Accounting, GST, Tally, Excel",Tally Certification,6.78,Junior Accountant
PhD,Commerce,"Tally, GST, Excel, Accounting",Tally Certification,9.21,Junior Accountant
Master's,Commerce,"Accounting, Excel, GST, Tally",Tally Certification,7.51,Junior Accountant
Master's,Commerce,"Excel, GST, Tally, Accounting",Tally Certification,9.52,Junior Accountant
PhD,Commerce,"GST, Excel, Tally, Accounting",Tally Certification,7.17,Junior Accountant
PhD,Commerce,"GST, Excel, Accounting, Tally",Tally Certification,9.22,Junior Accountant
PhD,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,9.15,Junior Accountant
Master's,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,8.7,Junior Accountant
Bachelor's,Commerce,"Tally, Accounting, GST, Excel",Tally Certification,7.81,Junior Accountant
PhD,Commerce,"GST, Tally, Excel, Accounting",Tally Certification,8.82,Junior Accountant
PhD,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,8.3,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,8.8,Junior Accountant
Bachelor's,Commerce,"Accounting, GST, Tally, Excel",Tally Certification,7.38,Junior Accountant
Bachelor's,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,6.76,Junior Accountant
PhD,Commerce,"Excel, Accounting, GST, Tally",Tally Certification,7.52,Junior Accountant
PhD,Commerce,"Tally, Accounting, GST, Excel",Tally Certification,7.27,Junior Accountant
PhD,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,7.63,Junior Accountant
Bachelor's,Commerce,"Accounting, Tally, GST, Excel",Tally Certification,8.42,Junior Accountant
Bachelor's,Commerce,"GST, Tally, Excel, Accounting",Tally Certification,6.9,Junior Accountant
PhD,Commerce,"GST, Tally, Accounting, Excel",Tally Certification,9.08,Junior Accountant
Bachelor's,Commerce,"Tally, Accounting, GST, Excel",Tally Certification,9.35,Junior Accountant
Master's,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,9.67,Junior Accountant
Bachelor's,Commerce,"Excel, Accounting, Tally, GST",Tally Certification,7.94,Junior Accountant
Bachelor's,Commerce,"GST, Excel, Tally, Accounting",Tally Certification,8.6,Junior Accountant
Bachelor's,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,8.02,Junior Accountant
PhD,Commerce,"GST, Accounting, Excel, Tally",Tally Certification,7.86,Junior Accountant
Bachelor's,Commerce,"GST, Excel, Accounting, Tally",Tally Certification,8.51,Junior Accountant
PhD,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,6.59,Junior Accountant
PhD,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,8.46,Junior Accountant
Bachelor's,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,7.91,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,8.32,Junior Accountant
Bachelor's,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,7.21,Junior Accountant
PhD,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,9.29,Junior Accountant
Bachelor's,Commerce,"GST, Accounting, Excel, Tally",Tally Certification,9.02,Junior Accountant
Master's,Commerce,"Tally, GST, Excel, Accounting",Tally Certification,6.61,Junior Accountant
PhD,Commerce,"GST, Excel, Accounting, Tally",Tally Certification,7.84,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Excel, Accounting",Tally Certification,7.61,Junior Accountant
Bachelor's,Commerce,"GST, Accounting, Excel, Tally",Tally Certification,7.25,Junior Accountant
PhD,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,8.95,Junior Accountant
Master's,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,7.36,Junior Accountant
PhD,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,7.97,Junior Accountant
Bachelor's,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,9.68,Junior Accountant
PhD,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,7.76,Junior Accountant
PhD,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,7.86,Junior Accountant
Master's,Commerce,"Tally, Accounting, GST, Excel",Tally Certification,8.57,Junior Accountant
Master's,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,7.96,Junior Accountant
PhD,Commerce,"Accounting, Tally, GST, Excel",Tally Certification,8.57,Junior Accountant
Bachelor's,Commerce,"Accounting, Tally, GST, Excel",Tally Certification,6.84,Junior Accountant
PhD,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,6.9,Junior Accountant
Master's,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,9.63,Junior Accountant
PhD,Commerce,"GST, Excel, Accounting, Tally",Tally Certification,7.6,Junior Accountant
Bachelor's,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,9.78,Junior Accountant
PhD,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,6.67,Junior Accountant
PhD,Commerce,"Tally, Excel, GST, Accounting",Tally Certification,9.6,Junior Accountant
PhD,Commerce,"Excel, Accounting, GST, Tally",Tally Certification,6.78,Junior Accountant
PhD,Commerce,"GST, Tally, Accounting, Excel",Tally Certification,8.34,Junior Accountant
Master's,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,7.73,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Excel, Accounting",Tally Certification,6.92,Junior Accountant
Master's,Commerce,"Excel, Tally, GST, Accounting",Tally Certification,8.56,Junior Accountant
Master's,Commerce,"Accounting, GST, Excel, Tally",Tally Certification,6.82,Junior Accountant
Master's,Commerce,"GST, Accounting, Tally, Excel",Tally Certification,7.07,Junior Accountant
PhD,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,6.8,Junior Accountant
PhD,Commerce,"Tally, Accounting, GST, Excel",Tally Certification,6.94,Junior Accountant
Master's,Commerce,"Tally, GST, Excel, Accounting",Tally Certification,6.78,Junior Accountant
PhD,Commerce,"Excel, Tally, GST, Accounting",Tally Certification,7.83,Junior Accountant
Master's,Commerce,"GST, Tally, Accounting, Excel",Tally Certification,9.43,Junior Accountant
Bachelor's,Commerce,"Excel, Accounting, Tally, GST",Tally Certification,7.08,Junior Accountant
Bachelor's,Commerce,"Excel, Tally, GST, Accounting",Tally Certification,9.02,Junior Accountant
PhD,Commerce,"Accounting, Tally, Excel, GST",Tally Certification,9.28,Junior Accountant
PhD,Commerce,"GST, Accounting, Tally, Excel",Tally Certification,8.1,Junior Accountant
Bachelor's,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,9.13,Junior Accountant
Bachelor's,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,7.24,Junior Accountant
PhD,Commerce,"Excel, Tally, Accounting, GST",Tally Certification,7.76,Junior Accountant
PhD,Commerce,"Excel, Accounting, Tally, GST",Tally Certification,8.92,Junior Accountant
PhD,Commerce,"Tally, Excel, GST, Accounting",Tally Certification,8.91,Junior Accountant
Master's,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,8.79,Junior Accountant
PhD,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,8.9,Junior Accountant
Bachelor's,Commerce,"GST, Excel, Accounting, Tally",Tally Certification,6.81,Junior Accountant
Master's,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,8.07,Junior Accountant
Bachelor's,Commerce,"Tally, Accounting, Excel, GST",Tally Certification,7.48,Junior Accountant
Bachelor's,Commerce,"GST, Excel, Tally, Accounting",Tally Certification,7.39,Junior Accountant
PhD,Commerce,"Accounting, Excel, GST, Tally",Tally Certification,8.71,Junior Accountant
Bachelor's,Commerce,"Accounting, GST, Tally, Excel",Tally Certification,7.05,Junior Accountant
PhD,Commerce,"Accounting, Excel, Tally, GST",Tally Certification,9.21,Junior Accountant
Bachelor's,Commerce,"Excel, Tally, GST, Accounting",Tally Certification,9.59,Junior Accountant
PhD,Commerce,"Excel, GST, Accounting, Tally",Tally Certification,7.83,Junior Accountant
PhD,Commerce,"Tally, Excel, Accounting, GST",Tally Certification,7.32,Junior Accountant
Bachelor's,Commerce,"Tally, GST, Accounting, Excel",Tally Certification,8.96,Junior Accountant
Master's,Commerce,"Accounting, Excel, GST, Tally",Tally Certification,9.02,Junior Accountant
PhD,Commerce,"GST, Excel, Tally, Accounting",Tally Certification,9.54,Junior Accountant
PhD,Commerce,"Accounting, Tally, GST, Excel",Tally Certification,7.86,Junior Accountant
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.63,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.37,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.24,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.72,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.58,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.47,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.49,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.61,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.86,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.77,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.11,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.97,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.63,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.83,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.87,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.51,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.38,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.66,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.97,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.47,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.59,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.37,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.06,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.99,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.52,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.08,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.03,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.27,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.66,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.78,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.67,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.63,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.9,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.54,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.4,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.32,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.72,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.45,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.4,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.07,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.88,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.77,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.66,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.97,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.02,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.92,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.45,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.37,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.98,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.42,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.43,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.75,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.83,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.41,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.54,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.7,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.37,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.08,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.31,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.33,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.11,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.71,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.2,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.54,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.57,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.0,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.12,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.95,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.1,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.06,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.25,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.38,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.76,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.91,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.86,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.47,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.62,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.79,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.72,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.45,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.84,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.26,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.86,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.08,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.57,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.66,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.72,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.03,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.43,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.6,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.32,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.85,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.53,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.11,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.74,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.47,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.87,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.52,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.59,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.18,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.61,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.72,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.04,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.75,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.48,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.54,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.6,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.62,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.71,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.57,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.57,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.95,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.0,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.72,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.84,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.06,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.3,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.76,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.12,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.4,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.27,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.43,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.93,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.18,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.36,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.63,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.65,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.56,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.76,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.52,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.94,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.36,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.97,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.08,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.44,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.77,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.42,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.17,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.81,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.58,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.43,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.32,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.11,School Counselor
Master's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.07,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.24,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.42,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.66,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,9.23,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.04,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.99,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.12,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.48,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,6.53,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.55,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.91,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.49,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.96,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.63,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.82,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.74,School Counselor
Master's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.72,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.94,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.79,School Counselor
Bachelor's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.54,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.5,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.16,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.88,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.25,School Counselor
Bachelor's,Psychology,"Communication, Teaching, Counseling",Counseling Certification,9.36,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.22,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.95,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.87,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.04,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,8.41,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.94,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,9.66,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.81,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,9.62,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.65,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,7.84,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.93,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.6,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,7.81,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.87,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.56,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.14,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.24,School Counselor
Bachelor's,Psychology,"Communication, Counseling, Teaching",Counseling Certification,7.36,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.47,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.14,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.23,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.16,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.2,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.66,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,8.45,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.72,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.29,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.97,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.97,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.18,School Counselor
Master's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,9.03,School Counselor
PhD,Psychology,"Counseling, Communication, Teaching",Counseling Certification,7.97,School Counselor
Bachelor's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,8.9,School Counselor
PhD,Psychology,"Communication, Counseling, Teaching",Counseling Certification,6.58,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,9.52,School Counselor
Master's,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.8,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,8.36,School Counselor
Master's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,8.94,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.14,School Counselor
PhD,Psychology,"Teaching, Counseling, Communication",Counseling Certification,6.81,School Counselor
Bachelor's,Psychology,"Counseling, Communication, Teaching",Counseling Certification,8.24,School Counselor
PhD,Psychology,"Communication, Teaching, Counseling",Counseling Certification,6.9,School Counselor
PhD,Psychology,"Counseling, Teaching, Communication",Counseling Certification,6.66,School Counselor
PhD,Psychology,"Teaching, Communication, Counseling",Counseling Certification,7.0,School Counselor
Bachelor's,Psychology,"Teaching, Communication, Counseling",Counseling Certification,6.78,School Counselor
Master's,Psychology,"Counseling, Teaching, Communication",Counseling Certification,7.74,School Counselor
